ID,Language_ID,Parameter_ID,Form,Segments,Cognacy,Comment,Source
1303,Namphri,heavy,e-laⁱ,e + l aⁱ/ai,8501,,
1304,Namphri,tokill,ua,ua,8901,,
1305,Namphri,horn,e-rijaŋ,e + r i j a ŋ,9102,,
1306,Namphri,house,hõ,h õ,9302,,
1307,Namphri,knee,la-gijoŋ,l a + g i j o ŋ,9703,,
1308,Namphri,toknow,it-pʰa,i t + pʰ a,9902,,
1309,Namphri,tolaugh,ʃeʔ-pʰa,ʃ e ʔ + pʰ a,10102,,
1310,Namphri,leaf,rap,r a p,10301,,
1311,Namphri,legfoot,laⁱ,l aⁱ/ai,10501,,
1312,Namphri,long,e-pʰijam,e + pʰ i j a m,10902,,
1313,Namphri,moon,ha-bije,h a + b i j e,11301,,
1314,Namphri,mouth,sem,s e m,11502,,
1315,Namphri,name,e-beŋ,e + b e ŋ,11701,,
1316,Namphri,neck,jua,j ua,12103,,
1317,Namphri,new,e-vo,e + v o,12302,,
1318,Namphri,nose,e-pʰuŋ,e + pʰ u ŋ,12501,,
1319,Namphri,oldofthings,e-hek,e + h e k,12902,,
1320,Namphri,one,ʤe,dʒ e,13103,,
1321,Namphri,path,ləmua,l ə m ua,13301,,
1322,Namphri,rain,ha-pʰije,h a + pʰ i j e,13503,,
1323,Namphri,red,e-ʃaik,e + ʃ ai k,13701,,
1324,Namphri,root,e-raŋ,e + r a ŋ,13904,,
1325,Namphri,salt,su-ruwa,s u + r u w a,14303,,
1326,Namphri,sand,bali,b a l i,14504,,
1327,Namphri,tosay,jo-pʰa,j o + pʰ a,14704,,
1328,Namphri,tosee,rək,r ə k,14903,,
1329,Namphri,tosit,duk-ma-ge,d u k + m a + g e,15102,,
1330,Namphri,skinhide,e-kʰuk,e + kʰ u k,15301,,
1331,Namphri,tosleep,men-pʰa,m e n + pʰ a,15502,,
1332,Namphri,small,iu,iu,15704,,
1333,Namphri,smoke,boᵉ-mo-kʰəm,b oᵉ/o + m o + kʰ ə m,15901,,
1334,Namphri,stand,ʤai-ma-ge,dʒ ai + m a + g e,16102,,
1335,Namphri,star,ta-dijaŋ,t a + d i j a ŋ,16303,,
1336,Namphri,stonerock,lubu,l u b u,16502,,
1337,Namphri,sun,ha-naⁱ,h a + n aⁱ/ai,16703,,
1338,Namphri,sweet,pʰi-jaŋ,pʰ i + j a ŋ,16901,,
1339,Namphri,tail,e-ɲoⁱ,e + ɲ oⁱ/o,17101,,
1340,Namphri,totake,lije,l i j e,17302,,
1341,Namphri,this,ʤije,dʒ i j e,17704,,
1342,Namphri,tongue,ri,r i,17901,,
1343,Namphri,tooth,ʃiniŋ,ʃ i n i ŋ,18103,,
1344,Namphri,water,kʰoᵘ,kʰ oᵘ/o,18301,,
1345,Namphri,what,ɲijaga,ɲ i j a g a,18505,,
1346,Namphri,white,e-moŋ,e + m o ŋ,18703,,
1347,Namphri,who,ha-niju,h a + n i j u,18902,,
1348,Namphri,wind,ha-sam,h a + s a m,19101,,
1349,Namphri,woman,hõa-mua,h õa + m ua,19502,,
1350,Namphri,wood,hiŋ,h i ŋ,19701,,
1351,Namphri,yesterday,di-jo,d i + j o,19901,,
1352,Bulu,1sg,guː,g uː,101,,
1353,Bulu,2sg,naː,n aː,301,,
1354,Bulu,3sg,vɛː,v ɛː,501,,
1355,Bulu,ant,ʤam-ʤuʔ,dʒ a m + dʒ u ʔ,701,,
1356,Bulu,armhand,geʔ,g e ʔ,904,,
1357,Bulu,ash,pʰa-rəp,pʰ a + r ə p,1103,,
1358,Bulu,big,a-raː,a + r aː,1303,,
1359,Bulu,bird,pə-duː,p ə + d uː,1502,,
1360,Bulu,bite,tɔʔ,t ɔ ʔ,1703,,
1361,Bulu,bitter,a-ʧaʔ,a + tʃ a ʔ,1901,,
1362,Bulu,black,a-hjɛN,a + h j ɛ N/ɴ,2103,,
1363,Bulu,blood,a-hui,a + h ui,2301,,
1364,Bulu,bone,a-zɛN,a + z ɛ N/ɴ,2502,,
1365,Bulu,breast,a-njɛː,a + n j ɛː,2704,,
1366,Bulu,toburnit,ham,h a m,2905,,
1367,Bulu,tocarryonback,ʒeN,ʒ e N/ɴ,3103,,
1368,Bulu,cloud,sə-tɨː,s ə + t ɨː,3302,,
1369,Bulu,tocryweep,ʧɛʔ,tʃ ɛ ʔ,3501,,
1370,Bulu,todie,iː,iː,3701,,
1371,Bulu,todomake,ʦaʔ,ts a ʔ,3902,,
1372,Bulu,dog,buː,b uː,4102,,
1373,Bulu,drink,in,i n,4302,,
1374,Bulu,dry,a-wɛN,a + w ɛ N/ɴ,4501,,
1375,Bulu,ear,a-kuiN,a + k ui N/ɴ,4702,,
1376,Bulu,eat,ʧiː,tʃ iː,4902,,
1377,Bulu,egg,a-wuN,a + w u N/ɴ,5103,,
1378,Bulu,eye,a-kəm,a + k ə m,5304,,
1379,Bulu,far,a-ʧoi,a + tʃ oi,5502,,
1380,Bulu,fat,a-ʒɔː,a + ʒ ɔː,5701,,
1381,Bulu,fingernail,a-geʔ gə-sɨn,a + g e ʔ + g ə + s ɨ n,5901,,
1382,Bulu,fire,bɛː,b ɛː,6101,,
1383,Bulu,fish,ʧui,tʃ ui,6302,,
1384,Bulu,fleshmeat,ʃiː,ʃ iː,6501,,
1385,Bulu,tofly,kiː,k iː,6703,,
1386,Bulu,full,ljɛː,l j ɛː,6902,,
1387,Bulu,togive,taN,t a N/ɴ,7102,,
1388,Bulu,togo,vuː,v uː,7301,,
1389,Bulu,good,a-mjɛː,a + m j ɛː,7504,,
1390,Bulu,haironhead,kə-zaN,k ə + z a N/ɴ,7701,,
1391,Bulu,hard,a-ʃɔN,a + ʃ ɔ N/ɴ,7904,,
1392,Bulu,head,a-kuN,a + k u N/ɴ,8101,,
1393,Bulu,tohear,nɨŋ,n ɨ ŋ,8304,,
1394,Bulu,heavy,a-lɨː,a + l ɨː,8501,,
1395,Bulu,tohide,uʔ,u ʔ,8701,,
1396,Bulu,tokill,wɛʔ,w ɛ ʔ,8901,,
1397,Bulu,horn,a-kjɛN,a + k j ɛ N/ɴ,9101,,
1398,Bulu,house,ham,h a m,9302,,
1399,Bulu,in,a-lɨŋ,a + l ɨ ŋ,9502,,
1400,Bulu,knee,a-lɛː kə-peiʔ,a + l ɛː + k ə + p ei ʔ,9705,,
1401,Bulu,toknow,dɛN,d ɛ N/ɴ,9901,,
1402,Bulu,tolaugh,zɛː,z ɛː,10101,,
1403,Bulu,leaf,a-ləp,a + l ə p,10301,,
1404,Bulu,legfoot,a-lɛː,a + l ɛː,10501,,
1405,Bulu,liver,a-pʰiN,a + pʰ i N/ɴ,10702,,
1406,Bulu,long,a-pjaN,a + p j a N/ɴ,10902,,
1407,Bulu,louse,ʃiʔ,ʃ i ʔ,11102,,
1408,Bulu,moon,haN-bɔː,h a N/ɴ + b ɔː,11301,,
1409,Bulu,mouth,a-səm,a + s ə m,11502,,
1410,Bulu,name,a-bjɛN,a + b j ɛ N/ɴ,11701,,
1411,Bulu,navel,sim-bə-lui,s i m + b ə + l ui,11901,,
1412,Bulu,neck,kə-tuN-rin,k ə + t u N/ɴ + r i n,12101,,
1413,Bulu,new,a-fɛN,a + f ɛ N/ɴ,12301,,
1414,Bulu,nose,a-pʰuN,a + pʰ u N/ɴ,12501,,
1415,Bulu,not,ba-,b a,12701,,
1416,Bulu,oldofthings,a-ʦɛN,a + ts ɛ N/ɴ,12903,,
1417,Bulu,one,tyi,t yi,13104,,
1418,Bulu,path,lim,l i m,13301,,
1419,Bulu,rain,ham-piː,h a m + p iː,13503,,
1420,Bulu,red,a-ʃiʔ,a + ʃ i ʔ,13701,,
1421,Bulu,root,ʃiN-rin,ʃ i N/ɴ + r i n,13904,,
1422,Bulu,torun,rin,r i n,14103,,
1423,Bulu,salt,fəu,f əu,14304,,
1424,Bulu,sand,səm-pjɛː,s ə m + p j ɛː,14506,,
1425,Bulu,tosay,riː,r iː,14705,,
1426,Bulu,tosee,niŋ,n i ŋ,14904,,
1427,Bulu,tosit,rɨː,r ɨː,15103,,
1428,Bulu,skinhide,a-kuʔ,a + k u ʔ,15301,,
1429,Bulu,tosleep,rəm,r ə m,15503,,
1430,Bulu,small,a-ziː,a + z iː,15705,,
1431,Bulu,smoke,bɛ-kʰɨː,b ɛ + kʰ ɨː,15901,,
1432,Bulu,stand,ʧin,tʃ i n,16101,,
1433,Bulu,star,haN-waiʔ,h a N/ɴ + w ai ʔ,16304,,
1434,Bulu,stonerock,ka-lɨŋ,k a + l ɨ ŋ,16501,,
1435,Bulu,sun,ha-mi,h a + m i,16701,,
1436,Bulu,sweet,a-pin,a + p i n,16903,,
1437,Bulu,tail,a-nyi,a + n yi,17101,,
1438,Bulu,totake,leː,l eː,17302,,
1439,Bulu,thick,a-pən,a + p ə n,17503,,
1440,Bulu,this,hɨŋ,h ɨ ŋ,17703,,
1441,Bulu,tongue,a-lyi,a + l yi,17901,,
1442,Bulu,tooth,kə-tɔN,k ə + t ɔ N/ɴ,18101,,
1443,Bulu,water,kʰɔː,kʰ ɔː,18301,,
1444,Bulu,what,hɛː,h ɛː,18506,,
1445,Bulu,white,a-rjuN,a + r j u N/ɴ,18704,,
1446,Bulu,who,mii,m iː,18901,,
1447,Bulu,wind,haN-ʃin,h a N/ɴ + ʃ i n,19102,,
1448,Bulu,wing,a-ʒuiN,a + ʒ ui N/ɴ,19303,,
1449,Bulu,woman,mə-ruː,m ə + r uː,19503,,
1450,Bulu,wood,ʃiN,ʃ i N/ɴ,19701,,
1451,Bulu,yesterday,ʤi-rjɛ:,dʒ i + r j ɛː,19903,,
1452,Kojo_Rojo,1sg,go,g o,101,,
1453,Kojo_Rojo,2sg,naŋ,n a ŋ,301,,
1454,Kojo_Rojo,3sg,wai,w ai,501,,
1455,Kojo_Rojo,ant,gam-gɹu,g a m + g ɹ u,701,,
1456,Kojo_Rojo,armhand,geiʔ,g ei ʔ,904,,
1457,Kojo_Rojo,ash,bə-rəm,b ə + r ə m,1103,,
1458,Kojo_Rojo,big,a-rai,a + r ai,1303,,
1459,Kojo_Rojo,bird,pə-doː,p ə + d oː,1502,,
1460,Kojo_Rojo,bite,tua,t ua,1703,,
1461,Kojo_Rojo,bitter,a-ʧuaʔ,a + tʃ ua ʔ,1901,,
1462,Kojo_Rojo,black,a-hjeĩ,a + h j eĩ/ẽi,2103,,
1463,Kojo_Rojo,blood,a-fui,a + f ui,2301,,
1464,Kojo_Rojo,bone,a-ʒan,a + ʒ a n,2502,,
1465,Kojo_Rojo,breast,a-njei,a + n j ei,2704,,
1466,Kojo_Rojo,toburnit,ʤəu,dʒ əu,2904,,
1467,Kojo_Rojo,tocarryonback,ɹan,ɹ a n,3104,,
1468,Kojo_Rojo,cloud,ka-dəu-sə,k a + d əu + s ə,3302,,
1469,Kojo_Rojo,tocryweep,ʧap,tʃ a p,3501,,
1470,Kojo_Rojo,todie,iː,iː,3701,,
1471,Kojo_Rojo,todomake,ʒou,ʒ ou,3903,,
1472,Kojo_Rojo,dog,buː,b uː,4102,,
1473,Kojo_Rojo,drink,in,i n,4302,,
1474,Kojo_Rojo,dry,a-wan,a + w a n,4501,,
1475,Kojo_Rojo,ear,a-kun,a + k u n,4702,,
1476,Kojo_Rojo,eat,ʧiː,tʃ iː,4902,,
1477,Kojo_Rojo,egg,a-liː,a + l iː,5105,,
1478,Kojo_Rojo,eye,a-kəm,a + k ə m,5304,,
1479,Kojo_Rojo,far,a-ʧai,a + tʃ ai,5502,,
1480,Kojo_Rojo,fat,a-zjaː,a + z j aː,5701,,
1481,Kojo_Rojo,fingernail,gei-ʃin,g ei + ʃ i n,5901,,
1482,Kojo_Rojo,fire,bai,b ai,6101,,
1483,Kojo_Rojo,fish,ʧui,tʃ ui,6302,,
1484,Kojo_Rojo,fleshmeat,mai,m ai,6503,,
1485,Kojo_Rojo,tofly,kɹei,k ɹ ei,6703,,
1486,Kojo_Rojo,full,jei,j ei,6902,,
1487,Kojo_Rojo,togive,taŋ,t a ŋ,7102,,
1488,Kojo_Rojo,togo,wuː,w uː,7301,,
1489,Kojo_Rojo,good,a-njam,a + n j a m,7505,,
1490,Kojo_Rojo,haironhead,kə-zjaŋ,k ə + z j a ŋ,7701,,
1491,Kojo_Rojo,hard,a-hɹan,a + h ɹ a n,7905,,
1492,Kojo_Rojo,head,a-kuŋ-bəː,a + k u ŋ + b əː,8101,,
1493,Kojo_Rojo,tohear,nuŋ,n u ŋ,8304,,
1494,Kojo_Rojo,heavy,a-lei,a + l ei,8501,,
1495,Kojo_Rojo,tohide,ɨʔ,ɨ ʔ,8701,,
1496,Kojo_Rojo,tokill,aiʔ,a i ʔ,8901,,
1497,Kojo_Rojo,horn,a-kɹan,a + k ɹ a n,9101,,
1498,Kojo_Rojo,house,ham,h a m,9302,,
1499,Kojo_Rojo,in,a-loŋ,a + l o ŋ,9502,,
1500,Kojo_Rojo,knee,lai ka-pɹei,l ai + k a + p ɹ ei,9705,,
1501,Kojo_Rojo,toknow,dan,d a n,9901,,
1502,Kojo_Rojo,tolaugh,zjei,z j ei,10101,,
1503,Kojo_Rojo,leaf,hɨ̃-jəm,h ɨ̃ + j ə m,10301,,
1504,Kojo_Rojo,legfoot,lai,l ai,10501,,
1505,Kojo_Rojo,liver,a-pin,a + p i n,10702,,
1506,Kojo_Rojo,long,a-pɹaŋ,a + p ɹ a ŋ,10902,,
1507,Kojo_Rojo,louse,hɹɛ,h ɹ ɛ,11101,,
1508,Kojo_Rojo,moon,ha-bu,h a + b u,11301,,
1509,Kojo_Rojo,mouth,səm,s ə m,11502,,
1510,Kojo_Rojo,name,a-bɹɛn,a + b ɹ ɛ n,11701,,
1511,Kojo_Rojo,navel,roŋ-rei,r o ŋ + r ei,11901,,
1512,Kojo_Rojo,neck,tuŋ-rin,t u ŋ + r i n,12101,,
1513,Kojo_Rojo,new,a-fan,a + f a n,12301,,
1514,Kojo_Rojo,nose,a-puŋ,a + p u ŋ,12501,,
1515,Kojo_Rojo,not,ba-,b a,12701,,
1516,Kojo_Rojo,oldofthings,a-ʧjɛn,a + tʃ j ɛ n,12903,,
1517,Kojo_Rojo,one,kjuː,k j uː,13102,,
1518,Kojo_Rojo,path,lim,l i m,13301,,
1519,Kojo_Rojo,rain,ham-pɹoː,h a m + p ɹ oː,13503,,
1520,Kojo_Rojo,red,a-hɨː,a + h ɨː,13702,,
1521,Kojo_Rojo,root,hɨ̃-rin,h ɨ̃ + r i n,13904,,
1522,Kojo_Rojo,torun,ren,r e n,14103,,
1523,Kojo_Rojo,salt,fou,f ou,14304,,
1524,Kojo_Rojo,sand,pan-ʧɨː-hɹɛː,p a n + tʃ ɨː + h ɹ ɛː,14506,,
1525,Kojo_Rojo,tosay,rjoː,r j oː,14706,,
1526,Kojo_Rojo,tosee,njəŋ,n j ə ŋ,14904,,
1527,Kojo_Rojo,tosit,ʤao,dʒ ao,15101,,
1528,Kojo_Rojo,skinhide,a-kɨː,a + k ɨː,15301,,
1529,Kojo_Rojo,tosleep,rəm,r ə m,15503,,
1530,Kojo_Rojo,small,a-ziː,a + z iː,15705,,
1531,Kojo_Rojo,smoke,bai-kəː,b ai + k əː,15901,,
1532,Kojo_Rojo,stand,ʧin,tʃ i n,16101,,
1533,Kojo_Rojo,star,ha-daŋ,h a + d a ŋ,16303,,
1534,Kojo_Rojo,stonerock,ka-hoŋ,k a + h o ŋ,16501,,
1535,Kojo_Rojo,sun,ha-mi,h a + m i,16701,,
1536,Kojo_Rojo,sweet,a-pin,a + p i n,16903,,
1537,Kojo_Rojo,tail,a-sərjam,a + s ə r j a m,17102,,
1538,Kojo_Rojo,totake,lei,l ei,17302,,
1539,Kojo_Rojo,thick,a-pen,a + p e n,17503,,
1540,Kojo_Rojo,this,həŋ,h ə ŋ,17703,,
1541,Kojo_Rojo,tongue,jui,j ui,17901,,
1542,Kojo_Rojo,tooth,kə-tuaŋ,k ə + t ua ŋ,18101,,
1543,Kojo_Rojo,water,kua,k ua,18301,,
1544,Kojo_Rojo,what,hai,h ai,18506,,
1545,Kojo_Rojo,white,a-rjuŋ,a + r j u ŋ,18704,,
1546,Kojo_Rojo,who,hoː,h oː,18902,,
1547,Kojo_Rojo,wind,ha-hɹɨn,h a + h ɹ ɨ n,19102,,
1548,Kojo_Rojo,wing,a-ʒun,a + ʒ u n,19303,,
1549,Kojo_Rojo,woman,a-mui,a + m ui,19501,,
1550,Kojo_Rojo,wood,hɹɨn,h ɹ ɨ n,19701,,
1551,Kojo_Rojo,yesterday,rə-niː,r ə + n iː,19902,,
1552,Rawa,1sg,go,g o,101,,
1553,Rawa,2sg,na,n a,301,,
1554,Rawa,3sg,hoː,h oː,503,,
1555,Rawa,ant,ga-mə-gɹoː,g a + m ə + g ɹ oː,701,,
1556,Rawa,armhand,get,g e t,904,,
1557,Rawa,ash,bai-rəp,b ai + r ə p,1103,,
1558,Rawa,big,a-rai,a + r ai,1303,,
1559,Rawa,bird,pə-doː,p ə + d oː,1502,,
1560,Rawa,bite,tua,t ua,1703,,
1561,Rawa,bitter,a-ʧaː,a + tʃ aː,1901,,
1562,Rawa,black,a-hjɛĩ,a + h j ɛĩ/ɛ̃i,2103,,
1563,Rawa,blood,fui,f ui,2301,,
1564,Rawa,bone,a-zaʔ,a + z a ʔ,2502,,
1565,Rawa,breast,njɛi,n j ɛi,2704,,
1566,Rawa,toburnit,ʤəu,dʒ əu,2904,,
1567,Rawa,tocarryonback,bəu,b əu,3101,,
1568,Rawa,cloud,toŋ-səu,t o ŋ + s əu,3302,,
1569,Rawa,tocryweep,ʧap,tʃ a p,3501,,
1570,Rawa,todie,iː,iː,3701,,
1571,Rawa,todomake,kat,k a t,3904,,
1572,Rawa,dog,boː,b oː,4102,,
1573,Rawa,drink,in,i n,4302,,
1574,Rawa,dry,a-wan,a + w a n,4501,,
1575,Rawa,ear,kot,k o t,4702,,
1576,Rawa,eat,ʧiː,tʃ iː,4902,,
1577,Rawa,egg,tju-li,t j u + l i,5105,,
1578,Rawa,eye,kəp,k ə p,5304,,
1579,Rawa,far,a-ʧai,a + tʃ ai,5502,,
1580,Rawa,fat,a-zjaː,a + z j aː,5701,,
1581,Rawa,fingernail,gə-sin,g ə + s i n,5901,,
1582,Rawa,fire,bai,b ai,6101,,
1583,Rawa,fish,ʧuei,tʃ u ei,6302,,
1584,Rawa,fleshmeat,mai,m ai,6503,,
1585,Rawa,tofly,kei,k ei,6703,,
1586,Rawa,full,ljɛi,l j ɛi,6902,,
1587,Rawa,togive,taʔ,t a ʔ,7102,,
1588,Rawa,togo,woː,w oː,7301,,
1589,Rawa,good,a-njam,a + n j a m,7505,,
1590,Rawa,haironhead,kə-zjaʔ,k ə + z j a ʔ,7701,,
1591,Rawa,head,koʔ-bəu,k o ʔ + b əu,8101,,
1592,Rawa,tohear,noŋ,n o ŋ,8304,,
1593,Rawa,heavy,a-lei,a + l ei,8501,,
1594,Rawa,tohide,əə,əː,8701,,
1595,Rawa,tokill,at,a t,8901,,
1596,Rawa,horn,a-kɹɛt,a + k ɹ ɛ t,9101,,
1597,Rawa,house,ham,h a m,9302,,
1598,Rawa,knee,lai kə-rəʔ,l ai + k ə + r ə ʔ,9706,,
1599,Rawa,toknow,dat,d a t,9901,,
1600,Rawa,tolaugh,zei,z ei,10101,,
1601,Rawa,leaf,hɨŋ-ləp,h ɨ ŋ + l ə p,10301,,
1602,Rawa,legfoot,lai,l ai,10501,,
1603,Rawa,liver,a-pjet,a + p j e t,10702,,
1604,Rawa,long,a-pɹaŋ,a + p ɹ a ŋ,10902,,
1605,Rawa,louse,hɛː,h ɛː,11101,,
1606,Rawa,moon,ha-nua,h a + n ua,11302,,
1607,Rawa,mouth,səp,s ə p,11502,,
1608,Rawa,name,a-bɹɛn,a + b ɹ ɛ n,11701,,
1609,Rawa,navel,roː-rei,r oː + r ei,11901,,
1610,Rawa,neck,tõ-rɨn,t õ + r ɨ n,12101,,
1611,Rawa,new,a-faʲt,a + f aʲ/a t,12301,,
1612,Rawa,nose,poŋ,p o ŋ,12501,,
1613,Rawa,not,ba-,b a,12701,,
1614,Rawa,oldofthings,a-ʧet,a + tʃ e t,12903,,
1615,Rawa,one,tjoː,t j oː,13102,,
1616,Rawa,path,lɨp,l ɨ p,13301,,
1617,Rawa,rain,ham-pɹoː,h a m + p ɹ oː,13503,,
1618,Rawa,red,a-rjuʔ,a + r j u ʔ,13703,,
1619,Rawa,root,a-rɨŋ,a + r ɨ ŋ,13904,,
1620,Rawa,torun,rit,r i t,14103,,
1621,Rawa,salt,foː,f oː,14304,,
1622,Rawa,sand,pã-ʧɨʔ,p ã + tʃ ɨ ʔ,14506,,
1623,Rawa,tosay,rjoː,r j oː,14706,,
1624,Rawa,tosee,niŋ,n i ŋ,14904,,
1625,Rawa,tosit,tuŋ,t u ŋ,15102,,
1626,Rawa,skinhide,a-kəː,a + k əː,15301,,
1627,Rawa,tosleep,rəp,r ə p,15503,,
1628,Rawa,small,a-jiŋ,a + j i ŋ,15704,,
1629,Rawa,smoke,bai-kɨː,b ai + k ɨː,15901,,
1630,Rawa,stand,ʧiŋ,tʃ i ŋ,16101,,
1631,Rawa,star,sat,s a t,16305,,
1632,Rawa,stonerock,kə-bɹaː,k ə + b ɹ aː,16503,,
1633,Rawa,sun,ha-mi,h a + m i,16701,,
1634,Rawa,sweet,a-pin,a + p i n,16903,,
1635,Rawa,tail,a-kə-doŋ,a + k ə + d o ŋ,17103,,
1636,Rawa,totake,lei,l ei,17302,,
1637,Rawa,thick,a-piʔ,a + p i ʔ,17503,,
1638,Rawa,this,həŋ,h ə ŋ,17703,,
1639,Rawa,tongue,lue,l ue,17901,,
1640,Rawa,tooth,tuaŋ,t ua ŋ,18101,,
1641,Rawa,water,kua,k ua,18301,,
1642,Rawa,what,hai,h ai,18506,,
1643,Rawa,white,a-rjuŋ,a + r j u ŋ,18704,,
1644,Rawa,who,hoː,h oː,18902,,
1645,Rawa,wind,ha-hɨn,h a + h ɨ n,19102,,
1646,Rawa,wing,a-zuət,a + z uə t,19303,,
1647,Rawa,woman,a-mui,a + m ui,19501,,
1648,Rawa,wood,hɨŋ,h ɨ ŋ,19701,,
1649,Saria,1sg,go,g o,101,,
1650,Saria,2sg,na,n a,301,,
1651,Saria,3sg,waː,w aː,501,,
1652,Saria,ant,gɹɛŋ-gɹo,g ɹ ɛ ŋ + g ɹ o,701,,
1653,Saria,armhand,geiʔ,g ei ʔ,904,,
1654,Saria,ash,bai-rəʔ,b ai + r ə ʔ,1103,,
1655,Saria,big,toʔ,t o ʔ,1301,,
1656,Saria,bird,pə-doː,p ə + d oː,1502,,
1657,Saria,bite,tua,t ua,1703,,
1658,Saria,bitter,a-kjaː,a + k j aː,1901,,
1659,Saria,black,a-hɛ̃,a + h ɛ̃,2103,,
1660,Saria,blood,hue,h ue,2301,,
1661,Saria,bone,a-zaiʔ,a + z ai ʔ,2502,,
1662,Saria,breast,ɲɛː,ɲ ɛː,2704,,
1663,Saria,toburnit,ʤɨː,dʒ ɨː,2904,,
1664,Saria,tocarryonback,eiʔ,e i ʔ,3105,,
1665,Saria,cloud,ka-tɨː-sɨː,k a + t ɨː + s ɨː,3302,,
1666,Saria,tocryweep,kjaʔ,k j a ʔ,3501,,
1667,Saria,todie,iː,iː,3701,,
1668,Saria,todomake,kaiʔ,k ai ʔ,3904,,
1669,Saria,dog,boː,b oː,4102,,
1670,Saria,drink,riŋ,r i ŋ,4302,,
1671,Saria,dry,a-waiʔ,a + w ai ʔ,4501,,
1672,Saria,ear,kuiʔ,k ui ʔ,4702,,
1673,Saria,eat,ʧiː,tʃ iː,4902,,
1674,Saria,egg,mə-riː,m ə + r iː,5105,,
1675,Saria,eye,kəʔ,k ə ʔ,5304,,
1676,Saria,far,kjeː,k j eː,5502,,
1677,Saria,fat,a-zua,a + z ua,5701,,
1678,Saria,fingernail,gei-siŋ,g ei + s i ŋ,5901,,
1679,Saria,fire,bɛː,b ɛː,6101,,
1680,Saria,fish,ɲoː,ɲ oː,6301,,
1681,Saria,fleshmeat,mə-reʔ,m ə + r e ʔ,6504,,
1682,Saria,tofly,piʔ,p i ʔ,6701,,
1683,Saria,full,lɛː,l ɛː,6902,,
1684,Saria,togive,taŋ,t a ŋ,7102,,
1685,Saria,togo,uː,uː,7301,,
1686,Saria,good,a-jɨː,a + j ɨː,7506,,
1687,Saria,haironhead,kə-zaʔ,k ə + z a ʔ,7701,,
1688,Saria,hard,gaː,g aː,7906,,
1689,Saria,head,a-koʔ,a + k o ʔ,8101,,
1690,Saria,tohear,roŋ,r o ŋ,8304,,
1691,Saria,heavy,a-lei,a + l ei,8501,,
1692,Saria,tohide,rjaŋ-əː,r j a ŋ + əː,8701,,
1693,Saria,tokill,aiʔ,a i ʔ,8901,,
1694,Saria,horn,a-kuaŋ,a + k ua ŋ,9103,,
1695,Saria,house,haʔ,h a ʔ,9302,,
1696,Saria,in,a-raŋ,a + r a ŋ,9504,,
1697,Saria,knee,lɛː-kuŋ,l ɛː + k u ŋ,9707,,
1698,Saria,toknow,daiʔ,d ai ʔ,9901,,
1699,Saria,tolaugh,zɛː,z ɛː,10101,,
1700,Saria,leaf,a-ləʔ,a + l ə ʔ,10301,,
1701,Saria,legfoot,lai,l ai,10501,,
1702,Saria,liver,a-piʔ,a + p i ʔ,10702,,
1703,Saria,long,pɹaŋ,p ɹ a ŋ,10902,,
1704,Saria,louse,prɛː,p r ɛː,11103,,
1705,Saria,moon,aŋ-bo,a ŋ + b o,11301,,
1706,Saria,mouth,səʔ,s ə ʔ,11502,,
1707,Saria,name,a-bɹɛŋ,a + b ɹ ɛ ŋ,11701,,
1708,Saria,navel,rue-ri,r ue + r i,11901,,
1709,Saria,neck,kə-tjuŋ,k ə + t j u ŋ,12101,,
1710,Saria,new,a-faiʔ,a + f ai ʔ,12301,,
1711,Saria,nose,poŋ,p o ŋ,12501,,
1712,Saria,not,ba-,b a,12701,,
1713,Saria,oldofthings,a-ʧeiʔ,a + tʃ ei ʔ,12903,,
1714,Saria,one,ʧue,tʃ ue,13103,,
1715,Saria,path,liʔ,l i ʔ,13301,,
1716,Saria,rain,haʔ-pɹo,h a ʔ + p ɹ o,13503,,
1717,Saria,red,a-rjuʔ,a + r j u ʔ,13703,,
1718,Saria,root,a-riŋ,a + r i ŋ,13904,,
1719,Saria,torun,riʔ,r i ʔ,14103,,
1720,Saria,salt,hoŋ,h o ŋ,14302,,
1721,Saria,sand,bɛɛ-ʧiʔ,b ɛː + tʃ i ʔ,14506,,
1722,Saria,tosay,jɔː,j ɔː,14704,,
1723,Saria,tosee,ɲɨː,ɲ ɨː,14904,,
1724,Saria,tosit,tuŋ,t u ŋ,15102,,
1725,Saria,skinhide,a-kəː,a + k əː,15301,,
1726,Saria,tosleep,rəʔ,r ə ʔ,15503,,
1727,Saria,small,ɲɛː-doː,ɲ ɛː + d oː,15706,,
1728,Saria,smoke,bai-kɨː,b ai + k ɨː,15901,,
1729,Saria,stand,ʧiŋ,tʃ i ŋ,16101,,
1730,Saria,star,saiʔ,s ai ʔ,16305,,
1731,Saria,stonerock,kə-bɹaː,k ə + b ɹ aː,16503,,
1732,Saria,sun,ha-mi,h a + m i,16701,,
1733,Saria,sweet,a-piŋ,a + p i ŋ,16903,,
1734,Saria,tail,ɲi-mɹɛː,ɲ i + m ɹ ɛː,17104,,
1735,Saria,totake,rei,r ei,17302,,
1736,Saria,thick,toʔ-rɨː,t o ʔ + r ɨː,17504,,
1737,Saria,this,həŋ,h ə ŋ,17703,,
1738,Saria,tongue,lue,l ue,17901,,
1739,Saria,tooth,tuaŋ,t ua ŋ,18101,,
1740,Saria,water,kua,k ua,18301,,
1741,Saria,what,hai,h ai,18506,,
1742,Saria,white,a-rjuŋ,a + r j u ŋ,18704,,
